V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V6_sbf,I'm tired of gay people trying to malign women.,"Gay people want to be accepted, not to shame others.",LGBT+,ANNOTATOR_3,3040.0,train,train,train,test,validation
V6_sbf,Gay men have autism.,"I don't think that autism is a gay issue. Some people think that being gay is a disease, but a sexual orientation can in no way imply the presence of a disease.",LGBT+,ANNOTATOR_3,3041.0,validation,train,train,test,train
V6_sbf,Lesbians are subnormal women and they have no right to openly show their depravations.,Any sexual orientation is normal and rightful.,LGBT+,ANNOTATOR_3,3042.0,train,train,train,test,train
V6_sbf,"Faggots, lesbians, and transgenders are all just hiding behind our society to abuse. They are allowed to do what they want to do to us.",I don't see how the language you are using can be applied to a whole group. I would like to think that our society is diverse and mature enough to deal with people with different sexual orientations and genders.,LGBT+,ANNOTATOR_3,3043.0,excessive,excessive,excessive,excessive,excessive
V6_sbf,Transgenders should not be allowed to act the part of women and should not be allowed to do anything about their penis.,There are men with penises who want to be women. There are women as well who want to be men. Do you really think it is fair to restrict their existence just because they are trans?,LGBT+,ANNOTATOR_3,3044.0,train,train,train,test,train
V6_sbf,"You are a disgusting piece of sh*t, probably raised by gay, retarded faggots.",Hate can not be a reaction to someone's sexuality. The fact that someone may be gay is their own business and does not mean that they are disgusting.,LGBT+,ANNOTATOR_3,3045.0,train,train,train,test,train
V6_sbf,"Gays are an abomination to God, they must be isolated and confined to their own houses.",How would you feel about a heterosexual doing the isolation and confinement?,LGBT+,ANNOTATOR_3,3046.0,train,train,validation,test,train
V6_sbf,"I am offended by gay people, it is their choice to be gay or not.","I don't see why being gay is a choice, especially when it comes to who do you feel attracted to.",LGBT+,ANNOTATOR_3,3047.0,validation,train,train,test,train
V6_sbf,Allowing transgenders to use the toilet is a man's business,"People are free to use whatever bathroom they want to use, and this is their business as well.",LGBT+,ANNOTATOR_3,3048.0,train,train,train,test,train
V6_sbf,Allowing transgenders to use the toilet is a man's business,"If they simply identify as men, then surely it is a man's business.",LGBT+,ANNOTATOR_3,3049.0,train,train,train,test,train
V6_sbf,Faggots: you can buy your partner toys but you can't have sex with them.,"Sex is not only between a man and a woman, and if we are to be honest it is not heterosexual's place to decide how others have sex. This attitude only perpetuates violence against queer people and makes them victims.",LGBT+,ANNOTATOR_3,3050.0,validation,train,train,test,train
V6_sbf,Lesbian women hate men and they are a bitches for this reason.,People can and should choose their own partners.,LGBT+,ANNOTATOR_3,3051.0,validation,train,train,test,train
V6_sbf,Faggots are not welcome among us humans because they are different.,It is not true that lgbt+ people are incompatible with the whole mankind. They are humans too.,LGBT+,ANNOTATOR_3,3052.0,train,train,train,test,train
V6_sbf,There are so few faggots and lesbians that they should all be erased.,Same sex relationships do not require to be practiced by the majority of people. They just needs to be accepted.,LGBT+,ANNOTATOR_3,3053.0,train,validation,validation,test,train
V6_sbf,LGBTs have no place in a civilised society.,All people have the right to be treated as equals. People with different sexual orientations than yours as well.,LGBT+,ANNOTATOR_3,3054.0,excessive,excessive,excessive,excessive,excessive
V6_sbf,LGBTs are a burden to society,"LGBT+ people are more likely to experience stigma associated with their sexual orientation, which can have negative effects to our society as a whole. Why don't we try to show some acceptance and respect towards them?",LGBT+,ANNOTATOR_3,3055.0,train,train,train,test,validation
V6_sbf,Gay men are annoying.,They're not all that annoying. Gay men are normal guys who find love and/or sex with someone of their own sex.,LGBT+,ANNOTATOR_3,3056.0,train,train,train,test,train
V6_sbf,We cannot accept all homosexuals because they are a threat to society.,"What you show is an attitude of not accepting someone because of who they are. It doesn't matter who you are, you are loved by your whole being, whether you like men or women.",LGBT+,ANNOTATOR_3,3057.0,train,train,validation,test,train
V6_sbf,Gay men being shot is funny.,I don't see the humour in death of innocent people. Maybe you can explain that to me?,LGBT+,ANNOTATOR_3,3058.0,train,train,train,test,train
V6_sbf,These sodomites have no place in a free country,"Well, since they are not trying to subvert society, they should be allowed to live here just as you are.",LGBT+,ANNOTATOR_3,3059.0,train,train,train,test,train
V6_sbf,Gays are just hating animals.,Just because you disagree with their sexuality doesn't mean you have a right to hate on them.,LGBT+,ANNOTATOR_3,3060.0,train,train,train,test,train
V6_sbf,"Being gay is not about marriage, it is about anal sex without brakes and this is horrible.","Homosexuality is also about love, not only about sex.",LGBT+,ANNOTATOR_3,3061.0,train,train,validation,test,train
V6_sbf,Gay men get all sort of diseases. They are dangerous.,"Diseases can be found in all people, regardless of sexual orientation. You should know better before randomly deduce someone's medical history.",LGBT+,ANNOTATOR_3,3062.0,train,train,validation,test,train
V6_sbf,Feminists want men to be oppressed just as animals.,Feminism is about standing up for the weaker people and trying to make the world a better place. Not about standing on the side of the oppressors.,LGBT+,ANNOTATOR_3,3063.0,validation,train,train,test,train
V6_sbf,"Migrants are a problem in my opinion. They are bringing disease, they are ruining our country.",Maybe you should get acquainted on migrants instead of making assumptions about people you do not know.,MIGRANTS,ANNOTATOR_3,3064.0,train,test,train,train,validation
V6_sbf,immigrants don't belong here: they are the source of all our problems.,You can't blame immigrants for all the problems we have in this world.,MIGRANTS,ANNOTATOR_3,3065.0,train,test,validation,train,train
V6_sbf,We have imported millions of criminals with no skills and who deserve no rights.,It is easy to blame the migrants and not the problem of integration and acceptance in the first place.,MIGRANTS,ANNOTATOR_3,3066.0,train,test,train,train,train
V6_sbf,Immigrants should all be deported.,"Immigrants are entitled to the fundamental rights of UK citizens. If provided by the law, they can remain in the UK even if they weren't born here.",MIGRANTS,ANNOTATOR_3,3067.0,excessive,excessive,excessive,excessive,excessive
V6_sbf,"Immigrants steal our jobs, they're not qualified, they're not interested in improving our lives, they're not interested in our culture.",Has your opinion on someone to be 100% based on a person's nationality to be true? Maybe you should rethink your claims.,MIGRANTS,ANNOTATOR_3,3068.0,train,test,train,train,train
V6_sbf,"Immigrants steal our jobs, they're not qualified, they're not interested in improving our lives, they're not interested in our culture.",How about we be nice to each other instead of spreading unfounded opinions as facts?,MIGRANTS,ANNOTATOR_3,3069.0,train,test,train,train,train
V6_sbf,Foreigners are literally flooding into our country. Their every action must be monitored and recorded by the police.,"We are fortunate to live in a country where the vast majority of people have open hearts and minds. Immigrants are part of our country, as opposed to what you say.",MIGRANTS,ANNOTATOR_3,3070.0,excessive,excessive,excessive,excessive,excessive
V6_sbf,All foreigners are threatening our culture and are ruining our youth.,What do you think the problem is? How exactly would a people of a different religion come to this country and spoil our youth?,MIGRANTS,ANNOTATOR_3,3071.0,train,test,train,train,train
V6_sbf,There is an invasion going on within our borders and we are willing to allow them to continue to abuse their newfound power.,"It is not true that we are ""invaded"". We should just be a little more tolerant and accepting.",MIGRANTS,ANNOTATOR_3,3072.0,train,test,train,train,train
V6_sbf,All immigrants are murderers,"How can you say that about them all? You cannot know the actions of millions of people and be sure that there is a link between immigration and violence. I think it is more a question of statistics, which I do not see.",MIGRANTS,ANNOTATOR_3,3073.0,train,test,train,train,train
V6_sbf,"Immigrants are a problem, they are bringing disease and sickness to our country.",Diseases can be prevented by taking proper care of the sick person. Immigrants do not pose a health threat to the general public.,MIGRANTS,ANNOTATOR_3,3074.0,train,test,train,validation,train
